,wage,educ,exper,tenure,nonwhite,female,married,numdep,smsa,northcen,south,west,construc,ndurman,trcommpu,trade,services,profserv,profocc,clerocc,servocc,lwage,expersq,tenursq
50,1.6299999952316284,12,18,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0.4885800182819366,324,0
51,8.600000381469727,16,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2.1517622470855717,9,4
52,5.0,12,15,5,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1.6094379425048828,225,25
53,6.0,12,7,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.7917594909667969,49,49
54,2.5,12,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9162907600402832,4,0
55,3.25,15,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1.178655028343201,9,0
56,3.400000095367432,16,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1.2237755060195925,1,1
57,10.0,8,13,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2.3025851249694824,169,0
58,21.6299991607666,18,8,8,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3.0740811824798584,64,64
59,4.380000114440918,16,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1.4770487546920776,49,0
60,11.710000038146973,13,40,20,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2.4604432582855225,1600,400
61,12.390000343322754,14,42,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2.516889810562134,1764,25
62,6.25,10,36,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1.8325815200805664,1296,64
63,3.7100000381469727,10,13,0,1,1,0,4,1,0,0,0,0,0,0,0,0,1,0,1,0,1.311031937599182,169,0
64,7.78000020980835,14,9,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2.051556348800659,81,9
65,19.979999542236328,14,26,23,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,2.9947316646575928,676,529
66,6.25,16,7,4,1,1,1,3,1,0,0,0,0,0,0,0,0,1,1,0,0,1.8325815200805664,49,16
67,10.0,12,25,3,0,0,1,3,1,0,0,0,0,0,0,0,0,1,1,0,0,2.3025851249694824,625,9
68,5.710000038146973,16,10,5,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1.7422189712524414,100,25
69,2.0,12,3,2,0,1,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471824645996,9,4
70,5.710000038146973,16,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1.7422189712524414,9,0
71,13.079999923706056,17,17,2,1,0,1,3,1,0,0,0,0,0,0,0,0,1,1,0,0,2.571084260940552,289,4
72,4.909999847412109,12,17,8,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5912739038467407,289,64
73,2.9100000858306885,12,20,34,0,1,1,2,1,0,0,0,0,0,0,0,1,0,0,1,0,1.0681531429290771,400,1156
74,3.75,12,7,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1.3217558860778809,49,0
75,11.899999618530272,13,24,19,0,0,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0,2.4765384197235107,576,361
76,4.0,12,28,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1.3862943649291992,784,0
77,3.0999999046325684,12,2,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1.1314021348953247,4,1
78,8.449999809265137,12,19,13,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2.1341664791107178,361,169
79,7.139999866485596,18,13,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0,1.9657127857208248,169,0
80,4.5,9,22,5,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1.504077434539795,484,25
81,4.650000095367432,16,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.5368672609329224,9,1
82,2.900000095367432,10,4,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1.0647107362747192,16,0
83,6.670000076293945,12,7,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1.8976198434829712,49,25
84,3.5,12,6,2,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1.2527629137039185,36,4
85,3.259999990463257,12,13,3,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1.181727170944214,169,9
86,3.25,12,14,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1.178655028343201,196,0
87,8.0,12,14,4,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,2.079441547393799,196,16
88,9.850000381469728,8,40,24,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2.2874715328216557,1600,576
89,7.5,12,11,7,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0149030685424805,121,49
90,5.909999847412109,12,14,6,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1.7766457796096802,196,36
91,11.760000228881836,14,40,39,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2.4647040367126465,1600,1521
92,3.0,12,1,0,0,1,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,1.0986123085021973,1,0
93,4.809999942779541,12,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1.5706970691680908,4,0
94,6.5,12,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1.8718022108078003,16,1
95,4.0,9,19,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1.3862943649291992,361,1
96,3.5,13,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1.2527629137039185,1,0
97,13.15999984741211,12,34,22,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2.577181816101074,1156,484
98,4.25,14,5,2,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1.4469189643859863,25,4
99,3.5,12,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1.2527629137039185,9,0
100,5.130000114440918,15,6,6,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1.6351057291030884,36,36
101,3.75,12,14,0,0,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,1,1.3217558860778809,196,0
102,4.5,12,35,12,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1.504077434539795,1225,144
103,7.630000114440918,12,8,4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2.032087802886963,64,16
104,15.0,14,7,7,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.70805025100708,49,49
105,6.849999904632568,15,11,3,0,1,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0,1.9242486953735352,121,9
106,13.329999923706056,12,14,11,0,0,1,2,1,0,0,0,0,0,0,1,0,0,1,0,0,2.590017080307007,196,121
107,6.670000076293945,12,35,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.8976198434829712,1225,100
108,2.5299999713897705,12,46,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.9282193183898926,2116,0
109,9.800000190734863,17,7,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2.2823824882507324,49,0
110,3.369999885559082,11,45,12,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1.2149126529693604,2025,144
111,24.979999542236328,18,29,25,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.2180755138397217,841,625
112,5.400000095367432,12,6,3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.686398983001709,36,9
113,6.110000133514404,14,15,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,1,0,0,1.8099267482757568,225,0
114,4.199999809265137,14,33,16,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1.4350844621658323,1089,256
115,3.75,10,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.3217558860778809,225,0
116,3.5,14,5,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1.2527629137039185,25,0
117,3.640000104904175,12,7,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1.291983723640442,49,4
118,3.799999952316284,15,6,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1.3350011110305786,36,1
119,3.0,8,33,12,0,1,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1.0986123085021973,1089,144
120,5.0,16,2,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1.6094379425048828,4,1
121,4.630000114440918,14,4,0,0,1,1,2,1,0,1,0,0,0,0,0,0,1,0,0,1,1.5325568914413452,16,0
122,3.0,15,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1.0986123085021973,1,0
123,3.200000047683716,12,29,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1.1631507873535156,841,0
124,3.910000085830689,18,17,3,0,0,1,2,0,0,1,0,0,0,0,0,0,1,1,0,0,1.3635374307632446,289,9
125,6.429999828338623,16,17,3,0,1,1,2,0,0,1,0,0,0,0,0,0,1,1,0,0,1.8609745502471924,289,9
126,5.480000019073486,10,36,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1.7011051177978516,1296,9
127,1.5,8,31,30,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.4054650962352752,961,900
128,2.900000095367432,10,23,2,0,1,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1,1.0647107362747192,529,4
129,5.0,11,13,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.6094379425048828,169,1
130,8.920000076293945,18,3,3,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,2.188295841217041,9,9
131,5.0,15,15,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1.6094379425048828,225,0
132,3.5199999809265137,12,48,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.2584609985351562,2304,1
133,2.900000095367432,11,6,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1.0647107362747192,36,0
134,4.5,12,12,0,0,0,1,3,1,0,1,0,0,0,0,1,0,0,0,0,0,1.504077434539795,144,0
135,2.25,12,5,0,0,1,0,2,1,0,1,0,0,0,0,1,0,0,0,0,1,0.8109301924705505,25,0
136,5.0,14,19,5,0,0,1,4,1,0,1,0,0,0,0,1,0,0,0,0,0,1.6094379425048828,361,25
137,10.0,16,9,3,1,0,1,2,1,0,1,0,0,0,0,0,0,0,1,0,0,2.3025851249694824,81,9
138,3.75,2,39,13,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1.3217558860778809,1521,169
139,10.0,14,28,11,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,2.3025851249694824,784,121
140,10.949999809265137,16,23,20,0,0,1,4,1,0,1,0,0,1,0,0,0,0,1,0,0,2.3933393955230717,529,400
141,7.900000095367432,12,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2.0668628215789795,4,0
142,4.71999979019165,12,15,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1.5518087148666382,225,1
143,5.840000152587891,13,5,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1.7647308111190796,25,0
144,3.829999923706055,12,18,2,0,1,0,3,1,0,1,0,0,0,0,0,0,0,0,1,0,1.342864751815796,324,4
145,3.200000047683716,15,2,2,0,1,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1.1631507873535156,4,4
146,2.0,10,3,0,1,1,0,5,1,0,1,0,0,0,0,1,0,0,0,0,1,0.6931471824645996,9,0
147,4.5,12,31,4,0,1,1,3,1,0,1,0,0,0,0,0,0,1,0,1,0,1.504077434539795,961,16
148,11.550000190734863,16,20,5,0,1,1,3,1,0,1,0,1,0,0,0,0,0,0,1,0,2.446685552597046,400,25
149,2.140000104904175,13,34,15,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.7608059048652649,1156,225
150,2.380000114440918,9,5,0,1,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0.8671005368232727,25,0
151,3.75,12,11,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1.3217558860778809,121,0
152,5.519999980926514,13,31,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1.7083778381347656,961,9
153,6.5,12,8,5,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1.8718022108078003,64,25
154,3.0999999046325684,12,2,2,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1.1314021348953247,4,4
155,10.0,14,18,5,0,0,1,2,1,0,1,0,0,0,0,0,0,0,1,0,0,2.3025851249694824,324,25
156,6.630000114440918,16,3,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1.8916047811508176,9,0
157,10.0,16,3,2,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,2.3025851249694824,9,4
158,2.309999942779541,9,4,1,0,1,0,5,0,1,0,0,0,0,0,1,0,0,0,0,1,0.8372474908828735,16,1
159,6.880000114440918,18,4,4,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1.928618669509888,16,16
160,2.8299999237060547,10,1,0,0,0,0,4,1,1,0,0,0,0,0,1,0,0,0,0,0,1.0402766466140747,1,0
161,3.130000114440918,10,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1.1410330533981323,1,0
162,8.0,13,28,5,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,2.079441547393799,784,25
163,4.5,12,47,4,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1.504077434539795,2209,16
164,8.649999618530273,18,13,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,2.157559394836426,169,1
165,2.0,13,2,6,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0.6931471824645996,4,36
166,4.75,12,48,2,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1.5581445693969729,2304,4
167,6.25,13,6,5,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1.8325815200805664,36,25
168,6.0,13,8,0,0,0,1,2,1,1,0,0,0,0,0,0,0,1,0,0,1,1.7917594909667969,64,0
169,15.380000114440918,13,25,21,0,0,1,2,1,1,0,0,0,0,0,0,0,1,1,0,0,2.733067989349365,625,441
170,14.579999923706056,18,13,7,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,2.6796507835388184,169,49
171,12.5,12,8,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2.525728702545166,64,1
172,5.25,12,19,10,0,1,1,2,1,1,0,0,0,0,1,0,0,0,0,1,0,1.658228039741516,361,100
173,2.1700000762939453,13,1,4,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0.7747272253036499,1,16
174,7.139999866485596,12,43,5,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.9657127857208248,1849,25
175,6.21999979019165,12,19,9,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1.827769875526428,361,81
176,9.0,12,11,5,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,2.1972246170043945,121,25
177,10.0,14,43,4,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,2.3025851249694824,1849,16
178,5.769999980926514,10,44,3,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1.7526720762252808,1936,9
179,4.0,12,22,11,0,1,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1.3862943649291992,484,121
180,8.75,16,3,2,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,2.169053792953491,9,4
181,6.53000020980835,16,3,2,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1.876407027244568,9,4
182,7.599999904632568,12,41,11,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,2.0281481742858887,1681,121
183,5.0,14,5,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1.6094379425048828,25,0
184,5.0,12,14,11,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1.6094379425048828,196,121
185,21.86000061035156,12,24,16,0,0,1,3,1,1,0,0,0,0,0,1,0,0,1,0,0,3.084658622741699,576,256
186,8.640000343322754,12,28,8,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,2.156402587890625,784,64
187,3.299999952316284,12,25,8,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1.1939224004745483,625,64
188,4.440000057220459,12,3,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1.4906543493270874,9,0
189,4.550000190734863,12,11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.5151273012161257,121,0
190,3.5,12,7,6,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.2527629137039185,49,36
191,6.25,16,9,2,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1.8325815200805664,81,4
192,3.849999904632568,16,5,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1.348073124885559,25,0
193,6.179999828338623,14,9,3,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1.82131826877594,81,9
194,2.9100000858306885,11,1,0,0,1,0,3,1,1,0,0,0,0,0,0,1,0,1,0,0,1.0681531429290771,1,0
195,6.25,16,2,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1.8325815200805664,4,1
196,6.25,12,13,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1.8325815200805664,169,0
197,9.050000190734863,12,10,2,0,0,1,3,1,1,0,0,1,0,0,0,0,0,1,0,0,2.202764749526977,100,4
198,10.0,17,5,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2.3025851249694824,25,9
199,11.109999656677246,12,30,8,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,2.407845497131348,900,64
200,6.880000114440918,12,31,19,0,0,1,3,1,1,0,0,0,0,0,0,0,1,0,0,1,1.928618669509888,961,361
201,8.75,16,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2.169053792953491,1,4
202,10.0,8,9,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2.3025851249694824,81,0
203,3.049999952316284,12,10,0,0,1,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,1.1151416301727295,100,0
204,3.0,12,38,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0986123085021973,1444,0
205,5.800000190734863,12,19,6,0,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1.7578579187393188,361,36
206,4.099999904632568,16,5,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1.4109869003295898,25,0
207,8.0,12,26,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2.079441547393799,676,4
208,6.150000095367432,12,35,12,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1.816452145576477,1225,144
209,2.700000047683716,9,2,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0.9932518005371094,4,0
210,2.75,13,1,2,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1.0116009712219238,1,4
211,3.0,16,19,10,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1.0986123085021973,361,100
212,3.0,14,3,2,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1.0986123085021973,9,4
213,7.360000133514404,8,36,24,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1.996059894561768,1296,576
214,7.5,14,29,24,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,2.0149030685424805,841,576
215,3.5,13,1,2,0,0,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,1.2527629137039185,1,4
216,8.100000381469727,12,38,3,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,2.091864109039306,1444,9
217,3.75,18,1,2,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1.3217558860778809,1,4
218,3.25,9,29,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.178655028343201,841,0
219,5.829999923706055,8,36,15,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1.763016939163208,1296,225
220,3.5,8,4,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,1,1.2527629137039185,16,0
221,3.3299999237060547,12,45,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.2029722929000854,2025,16
222,4.0,14,22,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1.3862943649291992,484,9
223,3.5,12,20,4,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1.2527629137039185,400,16
224,6.25,16,5,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1.8325815200805664,25,0
